Timestamp,CanId,IDE,DataBytes
1656677200.655000,14F00031,1,CFFFFFFFFFFFFFFF
1656677200.660000,18FEF100,1,C3CE134000000030
1656677200.666000,CF00400,1,017D7D852C00F47D
1656677200.671000,18FEDF00,1,850013FF7DDA15FF
1656677200.676000,10FF2121,1,72551FC0C0FFFFE1
1656677200.680000,14F00131,1,FFFFFFFF00FFFFFF
1656677200.686000,CF00400,1,017D7D5A2C00F47D
1656677200.691000,14FF3131,1,0030030000FFFFF0
1656677200.696000,14FEF121,1,F3FFFF4FFFFFFFFF
1656677200.701000,14FF2321,1,100CE1FFFFFFFFFF
1656677200.705000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677200.711000,18FD413D,1,FFFFFFFFFCFCFCFC
1656677200.715000,CF00400,1,017D7D2F2C00F47D
1656677200.721000,18F0000F,1,067DFFFF0F7DFFFF
1656677200.726000,14FF0121,1,FFFFFFFFFFFFFCFF
1656677200.730000,18FECA00,1,03FF00000000FFFF
1656677200.736000,14FEF131,1,CFFFFFF300FFFF30
1656677200.740000,CF00A01,1,0817EF68FFFFFFFF
1656677200.745000,10F01A01,1,A816FFFFFFFFFFFF
1656677200.751000,10FCFD01,1,FFFFFFFFF92DFFFF
1656677200.755000,18FD9401,1,3807FFFF17209702
1656677200.761000,18FDA101,1,8516FFFFFFFF40FF
1656677200.765000,10FDA301,1,FFFFFFFFFFFFFFFF
1656677200.771000,18FDAA01,1,FFFFFFFFFFFFFF72
1656677200.776000,18FDD001,1,FFFFFF4076FFFFFF
1656677200.780000,1CFE9201,1,FF0071FFFFFFFFFF
1656677200.786000,CF00400,1,017D7DF72B00F47D
1656677200.792000,18FEDB01,1,402D402D402DFFFF
1656677200.795000,CFF0381,1,0000000000000007
1656677200.800000,14FF0221,1,FFFFFFFFFFFFFFFF
1656677200.806000,18F00E3D,1,141EFFFFFFFFFFFF
1656677200.810000,CF00421,1,FFFFFFFFFFFFFFFF
1656677200.816000,18F00F3D,1,1810FFFFFFFFFFFF
1656677200.821000,18FF3000,1,0000AFFFFFFFFFFF
1656677200.825000,C00000B,1,FCFFFAFAFFFFFFFF
1656677200.831000,CF00400,1,017D7DC62B00F47D
1656677200.837000,CF00300,1,DD0000FFFFFFE1FF
1656677200.844000,14FFA000,1,FCFFFFFFFFFFFFFF
1656677200.845000,14FDA421,1,FFFFFFFFFFFFFFFF
1656677200.851000,18FEF200,1,9000D402F304FFFF
1656677200.856000,CF00400,1,017D7D9F2B00F47D
1656677200.861000,18FEE64A,1,2C2F09013423837E
1656677200.866000,18FEDF00,1,850013FF7DDA15FF
1656677200.870000,10FF2121,1,72551FC0C0FFFFE1
1656677200.875000,18FEF117,1,F3FFFFFFFFFFFFFF
1656677200.881000,14FEF031,1,FFFFFFFFFFFC00FF
1656677200.886000,18EA0090,1,E9FE00
1656677200.890000,CF00400,1,017D7D732B00F47D
1656677200.896000,18FEE900,1,96C4050092C10500
1656677200.901000,18FEF621,1,FFFFFFFFFFFFFFFF
1656677200.906000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677200.911000,18E8174A,1,0100FFFFFFE8FE00
1656677200.915000,CF00400,1,017D7D3B2B00F47D
1656677200.921000,18FEF000,1,FFFFFF0000F000FF
1656677200.926000,18FEF721,1,FFFFFFFF1A01FFFF
1656677200.931000,18FEBF0B,1,49147C7D787AFFFF
1656677200.935000,CF00A01,1,B916C165FFFFFFFF
1656677200.940000,10F01A01,1,3818FFFFFFFFFFFF
1656677200.945000,CF00400,1,017D7D0D2B00F47D
1656677200.951000,18FEE000,1,DBB83800DBB83800
1656677200.956000,CFF0281,1,BC03B201D3006200
1656677200.961000,18E00031,1,FFFFFFFFFFF3FFFF
1656677200.965000,18F00E3D,1,F01EFFFFFFFFFFFF
1656677200.971000,18FF01CA,1,F0FFFFFF04C9061A
1656677200.976000,18F00F3D,1,5410FFFFFFFFFFFF
1656677200.980000,18FD8C3D,1,6C003E00FFFFFFFF
1656677200.986000,18FE4F3E,1,0400FFFFFFFFFFFF
1656677200.991000,18FDB23D,1,FFFF1C4B2E00FFFF
1656677200.995000,18FDB300,1,FFFF134FFFFFFFFF
1656677201.000000,18FDB400,1,42444244FFFFFFFF
1656677201.006000,18F0010B,1,C0FFF0FFFF0DFF3F
1656677201.010000,CF00400,1,017D7DDF2A00F47D
1656677201.017000,CF00300,1,DD0000FFFFFFDEFF
1656677201.023000,14F00031,1,CFFFFFFFFFFFFFFF
1656677201.025000,18FEF100,1,C368144000000030
1656677201.031000,CF00400,1,017D7DBB2A00F47D
1656677201.037000,18FEDF00,1,850013FF7D4F14FF
1656677201.040000,18FEEF00,1,B8FFFF5CFFFFFFFA
1656677201.046000,10FF2121,1,72551FC0C0FFFFE1
1656677201.051000,14F00131,1,FFFFFFFF00FFFFFF
1656677201.055000,CF00400,1,017D7D8F2A00F47D
1656677201.061000,14FF3131,1,0030030000FFFFF0
1656677201.066000,14FEF121,1,F3FFFF4FFFFFFFFF
1656677201.070000,14FF2321,1,100CE1FFFFFFFFFF
1656677201.076000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677201.081000,18FD413D,1,FFFFFFFFFCFCFCFC
1656677201.085000,CF00400,1,017D7D5D2A00F47D
1656677201.091000,18F0000F,1,067DFFFF0F7DFFFF
1656677201.096000,14FF0121,1,FFFFFFFFFFFFFCFF
1656677201.100000,14FEF131,1,CFFFFFF300FFFF30
1656677201.106000,CF00A01,1,3816C05EFFFFFFFF
1656677201.110000,10F01A01,1,581BFFFFFFFFFFFF
1656677201.115000,10FCFD01,1,FFFFFFFF592DFFFF
1656677201.121000,18FD9401,1,3807FFFF25209802
1656677201.125000,18FDA101,1,E216FFFFFFFF40FF
1656677201.131000,10FDA301,1,FFFFFFFFFFFFFFFF
1656677201.136000,18FDAA01,1,FFFFFFFFFFFFFF6E
1656677201.140000,18FDD001,1,FFFFFF4076FFFFFF
1656677201.146000,1CFE9201,1,FF0071FFFFFFFFFF
1656677201.150000,CF00400,1,017D7D312A00F47D
1656677201.156000,CFF0381,1,0000000000000006
1656677201.160000,CF00421,1,FFFFFFFFFFFFFFFF
1656677201.166000,18FEDB01,1,402D402D402DFFFF
1656677201.170000,14FF0221,1,FFFFFFFFFFFFFFFF
1656677201.175000,18F00E3D,1,8020FFFFFFFFFFFF
1656677201.181000,18FF3000,1,0000AFFFFFFFFFFF
1656677201.185000,18F00F3D,1,CC10FFFFFFFFFFFF
1656677201.190000,C00000B,1,FCFFFAFAFFFFFFFF
1656677201.196000,CF00400,1,017D7D062A00F47D
1656677201.202000,CF00300,1,DC0200FFFFFFDCFF
1656677201.207000,14FFA000,1,FCFFFFFFFFFFFFFF
1656677201.211000,14FDA421,1,FFFFFFFFFFFFFFFF
1656677201.215000,18FEF200,1,8A006605F304FFFF
1656677201.221000,CF00400,1,017D7DDC2900F47D
1656677201.226000,18FEF117,1,F3FFFFFFFFFFFFFF
1656677201.231000,18FEDF00,1,850013FF7D4F14FF
1656677201.235000,10FF2121,1,72551FC0C0FFFFE1
1656677201.240000,14FEF031,1,FFFFFFFFFFFC00FF
1656677201.245000,C00100B,1,FCFFFA00FFFFFFFF
1656677201.251000,CF00400,1,017D7DAF2900F47D
1656677201.256000,C000F0B,1,FCFFFA00FFFFFFFF
1656677201.260000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677201.265000,C00290B,1,FCFFFA00FFFFFFFF
1656677201.271000,CF00400,1,017D7D852900F47D
1656677201.277000,18FEF000,1,FFFFFF0000F000FF
1656677201.281000,18FEBF0B,1,39147D7C797AFFFF
1656677201.285000,CF00A01,1,0516A85BFFFFFFFF
1656677201.291000,10F01A01,1,E81CFFFFFFFFFFFF
1656677201.295000,CF00400,1,017D7D542900F47D
1656677201.301000,14FD3E00,1,894CFF604FFFFFFF
1656677201.306000,CFF0281,1,BF05B5026101A900
1656677201.310000,18FEE000,1,DBB83800DBB83800
1656677201.316000,18F00E3D,1,8020FFFFFFFFFFFF
1656677201.321000,18F00F3D,1,0811FFFFFFFFFFFF
1656677201.325000,18FD8C3D,1,6C003E00FFFFFFFF
1656677201.331000,18FDB23D,1,FFFF1C4B2E00FFFF
1656677201.335000,18FDB300,1,FFFF134FFFFFFFFF
1656677201.340000,18FE4F3E,1,0400FFFFFFFFFFFF
1656677201.346000,18FDB400,1,42444244FFFFFFFF
1656677201.351000,18F0010B,1,C0FFF0FFFF0DFF3F
1656677201.355000,CF00400,1,017D7D332900F47D
1656677201.361000,CF00300,1,DC1000FFFFFFDCFF
1656677201.366000,14F00031,1,CFFFFFFFFFFFFFFF
1656677201.370000,18FEF100,1,C33E144000000030
1656677201.376000,CF00400,1,017D7D0A2900F47D
1656677201.382000,18FEDF00,1,850013FF7DE912FF
1656677201.385000,10FF2121,1,72551FC0C0FFFFE1
1656677201.390000,14F00131,1,FFFFFFFF00FFFFFF
1656677201.396000,CF00400,1,017D7DD72800F47D
1656677201.401000,14FF3131,1,0030030000FFFFF0
1656677201.406000,14FEF121,1,F3FFFF4FFFFFFFFF
1656677201.411000,14FF2321,1,100CE1FFFFFFFFFF
1656677201.415000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677201.421000,18FD413D,1,FFFFFFFFFCFCFCFC
1656677201.425000,CF00400,1,017D7DAE2800F47D
1656677201.431000,18F0000F,1,067DFFFF0F7DFFFF
1656677201.435000,18FEF600,1,FF424B75FF4044FF
1656677201.441000,14FF0121,1,FFFFFFFFFFFFFCFF
1656677201.446000,14FEF131,1,CFFFFFF300FFFF30
1656677201.450000,CF00A01,1,8415FC58FFFFFFFF
1656677201.456000,10F01A01,1,781EFFFFFFFFFFFF
1656677201.461000,10FCFD01,1,FFFFFFFFD02CFFFF
1656677201.465000,18FD9401,1,3807FFFF2E209802
1656677201.471000,18FDA101,1,1117FFFFFFFF40FF
1656677201.475000,10FDA301,1,FFFFFFFFFFFFFFFF
1656677201.481000,18FDAA01,1,FFFFFFFFFFFFFF6A
1656677201.486000,18FDD001,1,FFFFFF4076FFFFFF
1656677201.490000,1CFE9201,1,FF0071FFFFFFFFFF
1656677201.496000,CF00400,1,017D7D852800F47D
1656677201.502000,18FEDB01,1,402D402D402DFFFF
1656677201.505000,CF00421,1,FFFFFFFFFFFFFFFF
1656677201.511000,CFF0381,1,0000000000000205
1656677201.516000,14FF0221,1,FFFFFFFFFFFFFFFF
1656677201.520000,18F00E3D,1,9420FFFFFFFFFFFF
1656677201.526000,18FF3000,1,0000AFFFFFFFFFFF
1656677201.530000,18F00F3D,1,5811FFFFFFFFFFFF
1656677201.536000,C00000B,1,FCFFFAFAFFFFFFFF
1656677201.540000,CF00400,1,017E7D612800F47D
1656677201.546000,CF00300,1,DC2600FFFFFFD9FF
1656677201.551000,14FFA000,1,FCFFFFFFFFFFFFFF
1656677201.556000,14FDA421,1,FFFFFFFFFFFFFFFF
1656677201.560000,18FEF200,1,7C006605F304FFFF
1656677201.566000,CF00400,1,01807D312800F47D
1656677201.573000,18FEF117,1,F3FFFFFFFFFFFFFF
1656677201.575000,18FEDF00,1,850013FF7DE912FF
1656677201.581000,10FF2121,1,72551FC0C0FFFFE1
1656677201.585000,14FEF031,1,FFFFFFFFFFFC00FF
1656677201.591000,CF00400,1,01827D092800F47D
1656677201.597000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677201.601000,CF00400,1,51837DDC2700F47E
1656677201.606000,18FEF000,1,FFFFFF0000F000FF
1656677201.610000,18FEBF0B,1,2B147D7C7B7AFFFF
1656677201.616000,CF00A01,1,26152556FFFFFFFF
1656677201.620000,10F01A01,1,0820FFFFFFFFFFFF
1656677201.626000,CF00400,1,61857FBB2700F480
1656677201.632000,18FEE000,1,DBB83800DBB83800
1656677201.637000,CFF0281,1,0206DA028801BD00
1656677201.640000,CFF0181,1,CC0205001B1B1000
1656677201.645000,18F00E3D,1,BC20FFFFFFFFFFFF
1656677201.651000,18F00F3D,1,9411FFFFFFFFFFFF
1656677201.656000,18FD8C3D,1,6C003E00FFFFFFFF
1656677201.660000,18FDB23D,1,FFFF1C4B2E00FFFF
1656677201.666000,18FDB300,1,FFFF134FFFFFFFFF
1656677201.670000,18FE4F3E,1,0400FFFFFFFFFFFF
1656677201.676000,18FDB400,1,42444244FFFFFFFF
1656677201.681000,CF00400,1,518681932700F482
1656677201.686000,18F0010B,1,C0FFF0FFFF0DFF3F
1656677201.691000,CF00300,1,DC3704FFFFFFD7FF
1656677201.696000,14F00031,1,CFFFFFFFFFFFFFFF
1656677201.701000,18FEF100,1,C358144000000030
1656677201.705000,CF00400,1,218783662700F483
1656677201.711000,18FEDF00,1,850013FF7DBF11FF
1656677201.715000,10FF2121,1,72551FC0C0FFFFE1
1656677201.721000,14F00131,1,FFFFFFFF00FFFFFF
1656677201.726000,CF00400,1,618884452700F485
1656677201.731000,14FF3131,1,0030030000FFFFF0
1656677201.736000,14FEF121,1,F3FFFF4FFFFFFFFF
1656677201.740000,14FF2321,1,100CE1FFFFFFFFFF
1656677201.746000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677201.751000,18FD413D,1,FFFFFFFFFCFCFCFC
1656677201.755000,CF00400,1,0089862E2700F486
1656677201.761000,18F0000F,1,067DFFFF0F7DFFFF
1656677201.765000,14FF0121,1,FFFFFFFFFFFFFCFF
1656677201.771000,14FEF131,1,CFFFFFF300FFFF30
1656677201.776000,CF00A01,1,51151C51FFFFFFFF
1656677201.780000,10F01A01,1,2823FFFFFFFFFFFF
1656677201.786000,10FCFD01,1,FFFFFFFF3331FFFF
1656677201.791000,18FD9401,1,3807FFFF43209A02
1656677201.795000,18FDA101,1,1216FFFFFFFF40FF
1656677201.801000,10FDA301,1,FFFFFFFFFFFFFFFF
1656677201.806000,18FDAA01,1,FFFFFFFFFFFFFF64
1656677201.810000,18FDD001,1,FFFFFF4076FFFFFF
1656677201.815000,1CFE9201,1,FF0071FFFFFFFFFF
1656677201.821000,CF00400,1,2188871C2700F487
1656677201.827000,CFF0381,1,0000000000000106
1656677201.831000,CF00421,1,FFFFFFFFFFFFFFFF
1656677201.835000,18FEDB01,1,402D402D402DFFFF
1656677201.841000,14FF0221,1,FFFFFFFFFFFFFFFF
1656677201.845000,18FD6501,1,2A06FFFFFFFFFFFF
1656677201.851000,18FF3000,1,0000AFFFFFFFFFFF
1656677201.856000,18F00E3D,1,BC20FFFFFFFFFFFF
1656677201.860000,18F00F3D,1,F811FFFFFFFFFFFF
1656677201.866000,C00000B,1,FCFFFAFAFFFFFFFF
1656677201.871000,CF00400,1,1186881B2700F488
1656677201.877000,CF00300,1,DC360BFFFFFFD7FF
1656677201.882000,14FFA000,1,FCFFFFFFFFFFFFFF
1656677201.885000,14FDA421,1,FFFFFFFFFFFFFFFF
1656677201.891000,18FEF200,1,76006605F304FFFF
1656677201.896000,CF00400,1,708588182700F489
1656677201.901000,18FEF117,1,F3FFFFFFFFFFFFFF
1656677201.905000,18FEDF00,1,840013FF7DBF11FF
1656677201.911000,10FF2121,1,72551FC0C0FFFFE1
1656677201.916000,14FEF031,1,FFFFFFFFFFFC00FF
1656677201.920000,C00100B,1,FCFFFA00FFFFFFFF
1656677201.926000,CF00400,1,4084871C2700F487
1656677201.931000,C000F0B,1,FCFFFA00FFFFFFFF
1656677201.936000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677201.940000,C00290B,1,FCFFFA00FFFFFFFF
1656677201.946000,CF00400,1,2081861F2700F486
1656677201.952000,18FEF000,1,FFFFFF0000F000FF
1656677201.955000,18FEBF0B,1,49147D7C7A7AFFFF
1656677201.961000,CF00A01,1,BA14414FFFFFFFFF
1656677201.966000,10F01A01,1,B824FFFFFFFFFFFF
1656677201.970000,CF00400,1,107F852D2700F485
1656677201.976000,18FEE000,1,DBB83800DBB83800
1656677201.981000,CFF0281,1,4A037F01D2006100
1656677201.985000,18F00E3D,1,BC20FFFFFFFFFFFF
1656677201.990000,18F00F3D,1,3412FFFFFFFFFFFF
1656677201.996000,18FD8C3D,1,64003000FFFFFFFF
1656677202.000000,18FDB23D,1,FFFF1C4B2E00FFFF
1656677202.006000,18FDB300,1,FFFF134FFFFFFFFF
1656677202.010000,18FE4F3E,1,0400FFFFFFFFFFFF
1656677202.016000,18FDB400,1,9E449E44FFFFFFFF
1656677202.021000,CF00400,1,117D84372700F484
1656677202.026000,18F0010B,1,C0FFF0FFFF0DFF3F
1656677202.031000,CF00300,1,DC2107FFFFFFD4FF
1656677202.037000,14F00031,1,CFFFFFFFFFFFFFFF
1656677202.041000,18FEF100,1,C36E144000000030
1656677202.045000,CF00400,1,117D813B2700F481
1656677202.052000,18FEDF00,1,840013FF7DB310FF
1656677202.055000,14F00131,1,FFFFFFFF00FFFFFF
1656677202.061000,10FF2121,1,72551FC0C0FFFFE1
1656677202.065000,CF00400,1,417D7E492700F47F
1656677202.071000,14FF3131,1,0030030000FFFFF0
1656677202.076000,14FEF121,1,F3FFFF4FFFFFFFFF
1656677202.081000,14FF2321,1,100CE1FFFFFFFFFF
1656677202.085000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677202.091000,18FD413D,1,FFFFFFFFFCFCFCFC
1656677202.096000,CF00400,1,017D7D452700F47D
1656677202.101000,18F0000F,1,067DFFFF0F7DFFFF
1656677202.106000,14FEF131,1,CFFFFFF300FFFF30
1656677202.110000,14FF0121,1,FFFFFFFFFFFFFCFF
1656677202.116000,CF00A01,1,F013E84DFFFFFFFF
1656677202.120000,10F01A01,1,4826FFFFFFFFFFFF
1656677202.126000,18FF1919,1,01030A02FFFFFFFF
1656677202.130000,10FCFD01,1,FFFFFFFF592BFFFF
1656677202.136000,18FD9401,1,3807FFFF44208F02
1656677202.140000,18FDA101,1,CC15FFFFFFFF40FF
1656677202.146000,10FDA301,1,FFFFFFFFFFFFFFFF
1656677202.151000,18FDAA01,1,FFFFFFFFFFFFFF61
1656677202.155000,18FDD001,1,FFFFFF2C61FFFFFF
1656677202.161000,CF00400,1,017D7D382700F47D
1656677202.166000,CFF0381,1,0000000000000007
1656677202.171000,CF00421,1,FFFFFFFFFFFFFFFF
1656677202.176000,18FF1B19,1,FFFCFFFFFFFFFFFF
1656677202.180000,14FF0221,1,FFFFFFFFFFFFFFFF
1656677202.186000,18FF3000,1,0000AFFFFFFFFFFF
1656677202.190000,1CFE9201,1,FF0071FFFFFFFFFF
1656677202.195000,18FEDB01,1,402D402D402DFFFF
1656677202.201000,18F00E3D,1,A820FFFFFFFFFFFF
1656677202.206000,18F00F3D,1,4812FFFFFFFFFFFF
1656677202.210000,18E00019,1,00FFFFFFFFFFFFFF
1656677202.216000,C00000B,1,FCFFFAFAFFFFFFFF
1656677202.220000,CF00400,1,017D7D1F2700F47D
1656677202.226000,CF00300,1,DC0F00FFFFFFCFFF
1656677202.232000,14FFA000,1,FCFFFFFFFFFFFFFF
1656677202.235000,14FDA421,1,FFFFFFFFFFFFFFFF
1656677202.240000,18FEF200,1,E8006D06F304FFFF
1656677202.246000,18FEF719,1,FFFFFFFFFFFF1A01
1656677202.251000,CF00400,1,017D7DFB2600F47D
1656677202.256000,18FEF117,1,F3FFFFFFFFFFFFFF
1656677202.260000,18FEDF00,1,840013FF7DB310FF
1656677202.266000,10FF2121,1,72551FC0C0FFFFE1
1656677202.271000,14FEF031,1,FFFFFFFFFFFC00FF
1656677202.275000,18FF2221,1,0355CF0733F3FFFF
1656677202.281000,CF00400,1,017D7DCE2600F47D
1656677202.286000,18FF2421,1,92F0FFFFFFFFFFFF
1656677202.291000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677202.295000,CF00400,1,017D7DAE2600F47D
1656677202.301000,18FEF000,1,FFFFFF0000F000FF
1656677202.305000,18FEBF0B,1,6A147C7D7879FFFF
1656677202.311000,CF00A01,1,F813014DFFFFFFFF
1656677202.315000,10F01A01,1,D827FFFFFFFFFFFF
1656677202.321000,CF00400,1,017D7D8D2600F47D
1656677202.326000,18FEE000,1,DBB83800DBB83800
1656677202.331000,CFF0281,1,44037E01D3006200
1656677202.335000,18F00E3D,1,8020FFFFFFFFFFFF
1656677202.341000,18F00F3D,1,8412FFFFFFFFFFFF
1656677202.346000,18FD8C3D,1,64003000FFFFFFFF
1656677202.350000,18FDB23D,1,FFFF1C4B2E00FFFF
1656677202.356000,18FDB300,1,FFFF134FFFFFFFFF
1656677202.360000,18FDB400,1,9E449E44FFFFFFFF
1656677202.366000,18FE4F3E,1,0400FFFFFFFFFFFF
1656677202.371000,CF00400,1,017D7D5C2600F47D
1656677202.376000,18F0010B,1,C0FFF0FFFF0DFF3F
1656677202.381000,CF00300,1,DC0600FFFFFFCDFF
1656677202.386000,14F00031,1,CFFFFFFFFFFFFFFF
1656677202.391000,18FEF100,1,C37C144000000030
1656677202.395000,CF00400,1,017D7D3B2600F47D
1656677202.401000,18FEDF00,1,840013FF7D0F10FF
1656677202.406000,10FF2121,1,72551FC0C0FFFFE1
1656677202.410000,14F00131,1,FFFFFFFF00FFFFFF
1656677202.416000,CF00400,1,017D7D172600F47D
1656677202.421000,14FF3131,1,0030030000FFFFF0
1656677202.426000,14FEF121,1,F3FFFF4FFFFFFFFF
1656677202.430000,14FF2321,1,100CE1FFFFFFFFFF
1656677202.436000,18F0233D,1,FFFFFFFFFF2BFFFF
1656677202.440000,18FD413D,1,FFFFFFFFFCFCFCFC
1656677202.446000,CF00400,1,017D7DF12500F47D
1656677202.451000,18F0000F,1,067DFFFF0F7DFFFF
1656677202.455000,14FEF131,1,CFFFFFF300FFFF30
1656677202.461000,14FF0121,1,FFFFFFFFFFFFFCFF
1656677202.465000,CF00A01,1,FC12F049FFFFFFFF
1656677202.471000,10F01A01,1,F82AFFFFFFFFFFFF
1656677202.475000,10FCFD01,1,FFFFFFFF502BFFFF
1656677202.481000,18FD9401,1,3807FFFF49208E02
1656677202.486000,18FDA101,1,BF16FFFFFFFF40FF
1656677202.490000,10FDA301,1,FFFFFFFFFFFFFFFF
1656677202.495000,18FDAA01,1,FFFFFFFFFFFFFF5E
1656677202.501000,18FDD001,1,FFFFFF2C61FFFFFF
1656677202.506000,1CFE9201,1,FF0071FFFFFFFFFF
1656677202.510000,CF00400,1,017D7DC62500F47D
1656677202.516000,CFF0381,1,0000000000000007
1656677202.521000,CF00421,1,FFFFFFFFFFFFFFFF
1656677202.525000,18FEDB01,1,402D402D402DFFFF
1656677202.531000,14FF0221,1,FFFFFFFFFFFFFFFF
1656677202.535000,18F00E3D,1,C81EFFFFFFFFFFFF
1656677202.540000,18FF3000,1,0000AFFFFFFFFFFF
1656677202.546000,18F00F3D,1,AC12FFFFFFFFFFFF
1656677202.551000,C00000B,1,FCFFFAFAFFFFFFFF
1656677202.555000,CF00400,1,017D7DA42500F47D
1656677202.561000,CF00300,1,DC0200FFFFFFCAFF
1656677202.566000,14FFA000,1,FCFFFFFFFFFFFFFF
1656677202.571000,14FDA421,1,FFFFFFFFFFFFFFFF
1656677202.575000,18FEF200,1,6A006D06F304FFFF
1656677202.581000,CF00400,1,017D7D802500F47D
1656677202.587000,18FEF117,1,F3FFFFFFFFFFFFFF
1656677202.590000,18FEDF00,1,840013FF7D0F10FF
1656677202.595000,14FEF031,1,FFFFFFFFFFFC00FF
1656677202.601000,10FF2121,1,72551FC0C0FFFFE1
1656677202.605000,C00100B,1,FCFFFA00FFFFFFFF
1656677202.611000,CF00400,1,017D7D5C2500F47D
1656677202.617000,C000F0B,1,FCFFFA00FFFFFFFF
1656677202.620000,18F0233D,1,FFFFFFFFFF2CFFFF
1656677202.626000,C00290B,1,FCFFFA00FFFFFFFF
1656677202.630000,CF00400,1,017D7D382500F47D
1656677202.636000,18FEF000,1,FFFFFF0000F000FF
1656677202.640000,18FEBF0B,1,62147B7E7979FFFF
1656677202.646000,CF00A01,1,2B12E347FFFFFFFF
1656677202.651000,10F01A01,1,882CFFFFFFFFFFFF
1656677202.655000,CF00400,1,017D7D142500F47D
1656677202.661000,18FEE000,1,DBB83800DBB83800
1656677202.666000,CFF0281,1,45038001D2006100
1656677202.671000,18F00E3D,1,501EFFFFFFFFFFFF
1656677202.675000,18F00F3D,1,D412FFFFFFFFFFFF
1656677202.681000,18FF01CA,1,F0FFFFFF04C9061A
1656677202.686000,18FD8C3D,1,64003000FFFFFFFF
1656677202.690000,18FDB23D,1,FFFF1C4B2E00FFFF
1656677202.696000,18FDB300,1,FFFF134FFFFFFFFF
1656677202.701000,18FE4F3E,1,0400FFFFFFFFFFFF
1656677202.705000,18FDB400,1,9E449E44FFFFFFFF
1656677202.711000,CF00400,1,017D7DE92400F47D
1656677202.717000,18F0010B,1,C0FFF0FFFF0DFF3F
1656677202.720000,CF00300,1,DD0000FFFFFFCAFF
1656677202.726000,14F00031,1,CFFFFFFFFFFFFFFF
